N,A,B
100,3.3928;0
5100,498.806;0
10100,1050.33;0
15100,1689.93;0
20100,2249.64;0
25100,3093.62;0
30100,3639.85;0
35100,4292.38;0
40100,5261.52;0
45100,5925.42;0
50100,6599.79;0
